Species_valid_name	Lot_ID	Collection_site	Equivalent_Albatross_Site	Collection_Period	Individual_ID	New_USNM	USNM_Biorepository	Species_ID_method	Species_ID_person	Species_ID_notes	Notes	Species_ID_year	Species_ID_month	Species_ID_day	Species_ID_date_originallyEntered
Ambassis_buruensis	180038	Port_Dupon	Port_Dupon	Albatross	Abu-ADup_012	452784	AJ2OI18	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180038	Port_Dupon	Port_Dupon	Albatross	Abu-ADup_013	452785	AJ2OI19	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180038	Port_Dupon	Port_Dupon	Albatross	Abu-ADup_014	452786	AJ2OI20	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180038	Port_Dupon	Port_Dupon	Albatross	Abu-ADup_015	452787	AJ2OI21	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180038	Port_Dupon	Port_Dupon	Albatross	Abu-ADup_016	452788	AJ2OI22	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180038	Port_Dupon	Port_Dupon	Albatross	Abu-ADup_017	452789	AJ2OI23	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180038	Port_Dupon	Port_Dupon	Albatross	Abu-ADup_018	452790	AJ2OI24	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180038	Port_Dupon	Port_Dupon	Albatross	Abu-ADup_019	452791	AJ2OI25	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180038	Port_Dupon	Port_Dupon	Albatross	Abu-ADup_020	452792	AJ2OI26	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180038	Port_Dupon	Port_Dupon	Albatross	Abu-ADup_021	452793	AJ2OI27	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180038	Port_Dupon	Port_Dupon	Albatross	Abu-ADup_022	452794	AJ2OI28	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180038	Port_Dupon	Port_Dupon	Albatross	Abu-ADup_023	452795	AJ2OI29	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180038	Port_Dupon	Port_Dupon	Albatross	Abu-ADup_024	452796	AJ2OI30	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180038	Port_Dupon	Port_Dupon	Albatross	Abu-ADup_025	452797	AJ2OI31	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180038	Port_Dupon	Port_Dupon	Albatross	Abu-ADup_026	452798	AJ2OI32	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180038	Port_Dupon	Port_Dupon	Albatross	Abu-ADup_027	452799	AJ2OI33	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180038	Port_Dupon	Port_Dupon	Albatross	Abu-ADup_028	452800	AJ2OI34	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180038	Port_Dupon	Port_Dupon	Albatross	Abu-ADup_029	452801	AJ2OI35	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180038	Port_Dupon	Port_Dupon	Albatross	Abu-ADup_030	452802	AJ2OI36	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180038	Port_Dupon	Port_Dupon	Albatross	Abu-ADup_031	452803	AJ2OI37	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180038	Port_Dupon	Port_Dupon	Albatross	Abu-ADup_032	452804	AJ2OI38	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180038	Port_Dupon	Port_Dupon	Albatross	Abu-ADup_033	452805	AJ2OI39	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180038	Port_Dupon	Port_Dupon	Albatross	Abu-ADup_034	452806	AJ2OI40	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180038	Port_Dupon	Port_Dupon	Albatross	Abu-ADup_035	452807	AJ2OI41	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180038	Port_Dupon	Port_Dupon	Albatross	Abu-ADup_036	452808	AJ2OI42	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180038	Port_Dupon	Port_Dupon	Albatross	Abu-ADup_037	452809	AJ2OI43	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180038	Port_Dupon	Port_Dupon	Albatross	Abu-ADup_038	452810	AJ2OI44	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180038	Port_Dupon	Port_Dupon	Albatross	Abu-ADup_039	452811	AJ2OI45	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180038	Port_Dupon	Port_Dupon	Albatross	Abu-ADup_040	452812	AJ2OI46	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180038	Port_Dupon	Port_Dupon	Albatross	Abu-ADup_041	452813	AJ2OI47	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180038	Port_Dupon	Port_Dupon	Albatross	Abu-ADup_042	452814	AJ2OI48	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_001	454951	AP2WC74	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_002	454952	AP2WC75	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_003	454953	AP2WC76	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_004	454954	AP2WC77	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_005	454955	AP2WC78	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_006	454956	AP2WC79	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_007	454957	AP2WC80	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_008	454958	AP2WC81	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_009	454959	AP2WC82	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_010	454960	AP2WC83	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_011	454961	AP2WC84	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_012	454962	AP2WC85	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_013	454963	AP2WC86	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_014	454964	AP2WC87	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_015	454965	AP2WC88	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_016	454966	AP2WC89	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_017	454967	AP2WC90	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_018	454968	AP2WC91	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_019	454969	AP2WC92	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_020	454970	AP2WC93	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_021	454971	AP2WC94	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_022	454972	AP2WC95	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_023	454973	AP2WC96	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_024	454974	AP2WC97	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_025	454975	AP2WC98	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_026	454976	AP2WC99	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_027	454977	AP2WD00	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_028	454978	AP2WD01	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_029	454979	AP2WD02	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_030	454980	AP2WD03	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_031	454981	AP2WD04	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_032	454982	AP2WD05	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_033	454983	AP2WD06	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_034	454984	AP2WD07	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_035	454985	AP2WD08	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_036	454986	AP2WD09	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_037	454987	AP2WD10	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_038	454988	AP2WD11	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_039	454989	AP2WD12	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_040	454990	AP2WD13	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_041	454991	AP2WD14	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_042	454992	AP2WD15	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_043	454993	AP2WD16	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_044	454994	AP2WD17	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_045	454995	AP2WD18	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_046	454996	AP2WD19	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_047	454997	AP2WD20	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_048	454998	AP2WD21	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_049	454999	AP2WD22	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_050	455000	AP2WD23	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_051	455001	AP2WD24	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_052	455002	AP2WD25	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_053	455003	AP2WD26	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_054	455004	AP2WD27	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180039	Cebu_Market	NA	Albatross	Abu-APnd_055	455005	AP2WD28	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180035	Ragay_River	Ragay_River	Albatross	Abu-ARag_001	NA	AJ1NY70	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180035	Ragay_River	Ragay_River	Albatross	Abu-ARag_002	NA	AJ1NY72	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180035	Ragay_River	Ragay_River	Albatross	Abu-ARag_003	NA	AJ1NY71	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180035	Ragay_River	Ragay_River	Albatross	Abu-ARag_004	NA	AJ20V81	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180035	Ragay_River	Ragay_River	Albatross	Abu-ARag_005	NA	AJ20V82	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180035	Ragay_River	Ragay_River	Albatross	Abu-ARag_006	NA	AJ20V83	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180035	Ragay_River	Ragay_River	Albatross	Abu-ARag_007	NA	AJ20V84	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180035	Ragay_River	Ragay_River	Albatross	Abu-ARag_008	NA	AJ20V85	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180035	Ragay_River	Ragay_River	Albatross	Abu-ARag_009	NA	AJ20V86	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180035	Ragay_River	Ragay_River	Albatross	Abu-ARag_010	NA	AJ20V87	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180035	Ragay_River	Ragay_River	Albatross	Abu-ARag_011	NA	AJ20V88	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180035	Ragay_River	Ragay_River	Albatross	Abu-ARag_012	NA	AJ20V89	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180035	Ragay_River	Ragay_River	Albatross	Abu-ARag_013	NA	AJ20V90	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180035	Ragay_River	Ragay_River	Albatross	Abu-ARag_014	NA	AJ20V91	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180035	Ragay_River	Ragay_River	Albatross	Abu-ARag_015	NA	AJ20V92	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180035	Ragay_River	Ragay_River	Albatross	Abu-ARag_016	NA	AJ20V93	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180035	Ragay_River	Ragay_River	Albatross	Abu-ARag_017	NA	AJ20V94	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180035	Ragay_River	Ragay_River	Albatross	Abu-ARag_018	NA	AJ20V95	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180035	Ragay_River	Ragay_River	Albatross	Abu-ARag_019	NA	AJ20V96	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180035	Ragay_River	Ragay_River	Albatross	Abu-ARag_020	NA	AJ20V97	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180035	Ragay_River	Ragay_River	Albatross	Abu-ARag_021	NA	AJ20V98	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180035	Ragay_River	Ragay_River	Albatross	Abu-ARag_022	NA	AJ20V99	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180035	Ragay_River	Ragay_River	Albatross	Abu-ARag_023	NA	AJ20W00	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180035	Ragay_River	Ragay_River	Albatross	Abu-ARag_024	NA	AJ20W01	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180035	Ragay_River	Ragay_River	Albatross	Abu-ARag_025	NA	AJ20W02	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180035	Ragay_River	Ragay_River	Albatross	Abu-ARag_026	NA	AJ20W03	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180035	Ragay_River	Ragay_River	Albatross	Abu-ARag_027	NA	AJ20W04	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180035	Ragay_River	Ragay_River	Albatross	Abu-ARag_028	NA	AJ20W05	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180035	Ragay_River	Ragay_River	Albatross	Abu-ARag_029	NA	AJ20W06	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180035	Ragay_River	Ragay_River	Albatross	Abu-ARag_030	NA	AJ20W07	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180035	Ragay_River	Ragay_River	Albatross	Abu-ARag_031	NA	AJ20W08	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180035	Ragay_River	Ragay_River	Albatross	Abu-ARag_032	NA	AJ20W09	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180035	Ragay_River	Ragay_River	Albatross	Abu-ARag_033	NA	AJ20W10	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180035	Ragay_River	Ragay_River	Albatross	Abu-ARag_034	NA	AJ20W11	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180035	Ragay_River	Ragay_River	Albatross	Abu-ARag_035	NA	AJ20W12	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180035	Ragay_River	Ragay_River	Albatross	Abu-ARag_036	NA	AJ20W13	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	180035	Ragay_River	Ragay_River	Albatross	Abu-ARag_037	NA	AJ20W14	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	Cam-2019-012_017	Pasacao	Ragay_River	Contemporary	Abu-CPas_001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	Cam-2019-012_017	Pasacao	Ragay_River	Contemporary	Abu-CPas_002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	Cam-2019-012_017	Pasacao	Ragay_River	Contemporary	Abu-CPas_003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	Cam-2019-012_017	Pasacao	Ragay_River	Contemporary	Abu-CPas_004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	Cam-2019-012_017	Pasacao	Ragay_River	Contemporary	Abu-CPas_005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	Cam-2019-012_017	Pasacao	Ragay_River	Contemporary	Abu-CPas_006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	Cam-2019-012_017	Pasacao	Ragay_River	Contemporary	Abu-CPas_007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	Cam-2019-012_017	Pasacao	Ragay_River	Contemporary	Abu-CPas_008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	Cam-2019-012_017	Pasacao	Ragay_River	Contemporary	Abu-CPas_009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	Cam-2019-012_017	Pasacao	Ragay_River	Contemporary	Abu-CPas_010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	Cam-2019-012_017	Pasacao	Ragay_River	Contemporary	Abu-CPas_011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	Cam-2019-012_017	Pasacao	Ragay_River	Contemporary	Abu-CPas_012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	Cam-2019-012_017	Pasacao	Ragay_River	Contemporary	Abu-CPas_013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	Cam-2019-012_017	Pasacao	Ragay_River	Contemporary	Abu-CPas_014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	Cam-2019-012_017	Pasacao	Ragay_River	Contemporary	Abu-CPas_015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	Cam-2019-012_017	Pasacao	Ragay_River	Contemporary	Abu-CPas_016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	Cam-2019-012_017	Pasacao	Ragay_River	Contemporary	Abu-CPas_017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	Cam-2019-012_017	Pasacao	Ragay_River	Contemporary	Abu-CPas_018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	Cam-2019-012_017	Pasacao	Ragay_River	Contemporary	Abu-CPas_019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	Cam-2019-012_017	Pasacao	Ragay_River	Contemporary	Abu-CPas_020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	Cam-2019-012_017	Pasacao	Ragay_River	Contemporary	Abu-CPas_021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	Cam-2019-012_017	Pasacao	Ragay_River	Contemporary	Abu-CPas_022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	Cam-2019-012_017	Pasacao	Ragay_River	Contemporary	Abu-CPas_023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	Cam-2019-012_017	Pasacao	Ragay_River	Contemporary	Abu-CPas_024	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	Cam-2019-012_017	Pasacao	Ragay_River	Contemporary	Abu-CPas_025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	Cam-2019-012_017	Pasacao	Ragay_River	Contemporary	Abu-CPas_026	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	Cam-2019-012_017	Pasacao	Ragay_River	Contemporary	Abu-CPas_027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	Cam-2019-012_017	Pasacao	Ragay_River	Contemporary	Abu-CPas_028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	Cam-2019-012_017	Pasacao	Ragay_River	Contemporary	Abu-CPas_029	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	Cam-2019-012_017	Pasacao	Ragay_River	Contemporary	Abu-CPas_030	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	Cam-2019-012_017	Pasacao	Ragay_River	Contemporary	Abu-CPas_031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	Cam-2019-012_017	Pasacao	Ragay_River	Contemporary	Abu-CPas_032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	Cam-2019-012_017	Pasacao	Ragay_River	Contemporary	Abu-CPas_033	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	Cam-2019-012_017	Pasacao	Ragay_River	Contemporary	Abu-CPas_034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	Cam-2019-012_017	Pasacao	Ragay_River	Contemporary	Abu-CPas_035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	Cam-2019-012_017	Pasacao	Ragay_River	Contemporary	Abu-CPas_036	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	Cam-2019-012_017	Pasacao	Ragay_River	Contemporary	Abu-CPas_037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	Cam-2019-012_017	Pasacao	Ragay_River	Contemporary	Abu-CPas_038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	Cam-2019-012_017	Pasacao	Ragay_River	Contemporary	Abu-CPas_039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	Cam-2019-012_017	Pasacao	Ragay_River	Contemporary	Abu-CPas_040	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	Cam-2019-012_017	Pasacao	Ragay_River	Contemporary	Abu-CPas_041	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ambassis_buruensis	Cam-2019-012_017	Pasacao	Ragay_River	Contemporary	Abu-CPas_042	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
